			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
rnd-1_family-536	LINE	LINE	0	0	0	0	132	388	876	1341	1644	6733	11325	11508	14392	10214	4788	4901	2855	4128	3974	2895	6562	5387	5753	3594	2675	2812	1799	1339	286	1004	330	138	239	461	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-361	LTR	Gypsy	0	0	0	0	0	0	0	0	0	193	391	0	390	585	156	0	41	181	0	181	0	0	343	0	0	113	0	0	39	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-639	DNA	DNA	0	0	0	0	0	0	46	0	0	379	355	567	522	1397	2204	2037	2239	3276	1329	885	1981	1128	1194	964	0	117	294	186	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-457	Unknown	Unknown	0	0	0	57	0	0	0	0	0	0	0	0	0	71	0	0	0	12	388	190	195	74	299	1184	852	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-2303	Retro	Retro	0	0	54	142	703	1045	1563	6286	7121	6111	6568	5081	1890	4100	2237	2474	1664	1874	1269	709	1655	890	1690	1519	774	759	374	103	43	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1200	LINE	LINE	0	0	0	0	0	0	115	0	0	131	171	472	494	212	634	2105	1869	3911	3991	3983	2012	1579	627	358	515	120	652	0	128	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-181	LTR	Copia	151	126	170	1458	5464	13483	24734	19467	8338	4842	19809	22391	9762	13003	16165	16733	13965	9467	3590	2155	4809	5138	3217	3805	4812	6827	3898	2127	4085	2584	1067	1917	1424	725	529	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-573	DNA	DNA	0	0	0	0	0	0	0	0	0	0	13	0	51	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-669	DNA	DNA	0	0	0	85	405	1272	1193	1300	1384	742	383	0	412	1398	2123	1938	1465	2350	1531	2520	3440	5015	4359	2736	1727	941	402	210	156	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-674	Retro	Retro	0	0	0	0	0	35	0	0	0	433	117	954	694	804	366	439	602	66	717	463	217	221	345	44	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-420	LTR	Gypsy	2009	498	976	1557	879	837	291	203	34	343	59	141	1999	3910	1493	644	227	804	4214	6455	11858	4493	4630	1632	1255	1541	1404	1003	903	324	76	0	162	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-802	DNA	hAT-Ac	0	0	172	86	720	2752	2197	4887	777	915	1878	1123	157	1360	497	1258	172	254	205	272	0	63	415	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-225	LTR	LTR	0	187	1305	3728	4939	2530	2403	2493	1531	845	764	658	208	209	219	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1122	LTR	LTR	0	0	70	172	31	36	31	150	720	380	95	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1	DNA	hAT-Ac	0	0	0	0	0	0	63	39	338	38	70	761	1422	3874	2938	6600	8435	17313	22069	23369	31317	30742	36413	27771	30754	30362	22434	21844	18050	11197	7405	3607	3379	1769	1131	104	336	0	51	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-497	DNA	DNA	39	270	586	315	307	123	70	111	0	201	96	229	101	77	95	0	0	79	0	0	81	0	0	52	100	0	0	0	111	283	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-790	DNA	DNA	0	0	0	0	0	185	1220	3494	3994	2821	3674	3039	2648	2169	1953	666	663	755	172	714	575	387	309	51	270	299	34	52	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-155	DNA	DNA	0	0	44	288	526	84	436	603	61	682	213	117	511	229	828	294	358	425	356	353	267	178	178	83	0	319	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-838	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-467	SINE	SINE	0	0	423	613	895	1061	766	875	518	539	383	383	280	169	422	624	480	0	146	0	159	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1047	DNA	DNA	0	0	0	204	612	2431	846	2140	962	1468	1570	1425	1865	970	387	828	1340	1054	374	200	823	2036	1746	377	935	547	390	188	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-53	LINE	LINE	0	0	0	118	0	142	525	2066	1924	1899	4492	5113	2552	2753	2278	2611	949	894	162	392	134	178	0	154	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-5295	SINE	tRNA-RTE	0	0	45	0	90	39	104	449	196	203	513	917	1219	1523	1483	1506	2577	3612	3627	4614	4456	4014	4813	5397	5063	4049	5754	3548	3030	1986	2437	1903	653	418	157	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-202	LINE	LINE	0	0	0	0	0	0	0	0	0	0	0	83	208	35	162	103	0	0	0	27	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-4211	LINE	LINE	0	0	0	0	1042	1245	1508	2926	1797	1719	3677	1365	410	910	479	0	273	0	210	145	353	349	160	352	389	357	95	460	195	195	82	64	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-351	DNA	DNA	0	0	0	0	84	0	72	74	109	199	50	72	344	352	189	314	529	212	323	149	116	229	19	70	112	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-862	Retro	Retro	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	582	0	498	178	0	402	71	147	249	424	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-729	DNA	DNA	0	0	0	0	0	288	576	2549	1511	2084	2826	3004	2774	3686	3763	2285	3440	2667	1868	2522	2587	2841	1929	3302	2993	2315	2100	1830	1142	1455	730	365	362	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1740	LINE	LINE	138	0	0	0	833	112	0	1532	4330	1901	1750	1310	415	523	506	1288	622	1051	0	0	0	0	0	0	0	0	0	338	350	24	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-508	LTR	Copia	0	991	1568	1723	6720	5398	7906	3239	3468	2347	1445	1379	2248	1615	1815	1349	1842	2031	753	1684	1122	1318	1916	872	251	63	979	1225	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1779	LTR	Copia	0	0	0	0	0	82	49	0	283	267	3451	4678	7529	7002	4091	1294	169	1975	362	679	768	105	246	457	0	17	22	11	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-21	LTR	Pao	90	311	105	1862	3541	23000	34606	17679	6417	4966	3298	2833	5554	6811	4165	3631	4255	6331	5943	5207	5241	4281	5582	6829	4438	3069	2594	3671	2626	642	164	520	416	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2410	DNA	DNA	0	515	355	4490	26561	9876	8356	12131	10841	8312	4311	2660	999	849	2624	2855	4816	3869	4330	3926	2006	1192	765	217	172	86	38	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1063	LTR	LTR	0	195	1061	7912	8786	7457	3815	1560	786	378	757	531	1064	369	810	656	468	196	641	1598	3386	3242	1595	714	119	109	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-965	LTR	LTR	0	0	39	59	49	25	48	179	0	0	50	68	0	0	48	0	0	0	56	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-557	LTR	Gypsy	0	0	0	0	0	0	0	0	72	0	0	0	0	152	0	0	0	0	168	187	240	1727	3298	1388	2128	3598	1972	724	747	0	227	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-48	SINE	tRNA-RTE	0	0	0	0	0	165	133	150	187	244	253	494	634	71	54	452	543	398	475	638	702	473	272	483	82	316	361	221	136	383	164	179	44	0	34	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2988	Unknown	Unknown	0	0	393	432	0	4088	0	0	2656	186	0	80	1060	287	1736	3033	2821	0	70	897	920	631	480	1586	572	289	0	868	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-948	LTR	Gypsy	0	0	0	0	41	0	0	64	625	3527	4371	2643	1577	2410	2221	790	691	1090	4908	7539	4378	4855	6934	6108	8111	4322	3983	3372	3944	2463	815	3402	1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-864	DNA	PIF-Harbinger	0	0	46	30	469	321	1049	750	2069	2647	2049	5421	3647	6858	4684	5435	4467	5024	3242	1710	1214	1617	829	663	203	93	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-886	LINE	LINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-615	DNA	PIF-Harbinger	412	355	415	719	1002	2110	6687	17440	29419	16394	3963	16871	13169	2594	2690	2522	3023	5742	2431	1520	483	570	190	707	517	0	1136	741	2196	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2928	LTR	LTR	0	0	0	0	0	0	0	0	188	0	843	1778	1496	2321	3571	4341	4374	4318	3307	2530	1810	1504	2225	1045	450	313	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-279	DNA	hAT-Ac	0	0	40	0	73	296	851	708	1222	4490	6705	7921	9096	8750	10752	11393	10212	6420	6906	3975	4808	3196	3414	2696	2192	3271	2411	894	2300	484	898	1314	236	222	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-130	DNA	PIF-Harbinger	433	1388	37818	118754	66382	30927	16897	8021	5681	2417	10041	7153	3769	5596	4147	3686	6504	3070	6810	7047	9928	13308	12320	13752	12995	11891	10472	6523	3093	2650	900	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-234	DNA	DNA	0	64	44	145	511	139	784	1144	2035	1864	2014	2316	4082	2521	2191	1947	2415	1746	2528	943	1479	1698	1386	661	448	333	540	224	33	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-11	LINE	LINE	43	0	39	0	310	784	749	2909	5889	8403	7008	6915	4126	2754	2559	1613	2570	1559	1308	872	901	442	657	601	477	478	336	27	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-652	DNA	DNA	83	0	34	63	124	625	5553	9566	12575	15177	15226	19310	14462	10485	10299	6095	6782	3096	3903	4215	5292	4057	2626	1625	1439	282	847	502	0	127	145	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2604	LTR	Copia	0	0	86	0	0	0	1167	2670	3804	2199	813	5657	4007	120	6152	622	6153	13824	2832	1927	2292	2283	3444	1939	2887	1940	4874	11700	20776	33134	25004	23923	11736	3382	1651	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-290	LTR	LTR	0	0	0	0	279	282	243	767	567	347	0	2132	1974	2521	14	797	467	393	639	672	946	755	472	370	197	367	0	0	96	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-176	LTR	Gypsy	0	0	0	0	243	755	727	1648	48	859	661	2410	1060	35946	33855	4329	5341	8436	11566	2269	773	1115	1743	2243	1273	4262	8710	17178	24411	30969	11020	5229	8940	7281	2467	2723	617	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2982	LTR	Copia	418	5314	5670	1628	0	1520	352	144	45	391	151	244	436	681	1636	3895	3545	6670	4750	4221	4856	4458	3464	1894	2293	1429	535	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-775	LTR	LTR	0	0	0	0	0	2188	3957	4018	7982	5615	5263	2087	2176	817	435	0	77	464	315	220	695	173	451	759	543	206	927	459	108	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-7800	LTR	LTR	0	0	0	0	0	0	0	0	0	0	1087	1062	1836	350	2646	1144	1459	126	118	0	1383	0	850	4951	5322	6113	1792	3320	3795	1662	6128	5811	2313	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1170	LINE	LINE	0	0	0	0	0	312	1334	1659	3081	4036	9377	5385	2436	2431	2577	698	2157	786	1327	519	765	507	121	0	150	231	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-57	DNA	DNA	53	0	175	253	1130	3860	9577	14534	18868	14920	13233	12345	10422	14547	11399	14654	14226	15779	16943	16072	12730	13701	8274	9538	7221	7240	5364	3579	2220	1685	1234	1854	273	405	106	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-2_family-79	LINE	RTE-BovB	0	0	113	0	69	132	136	98	454	490	302	923	836	761	871	879	913	1598	2506	1205	1858	1389	2000	1708	1684	1820	1141	1680	1154	682	189	440	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-446	LTR	LTR	0	1087	2389	5830	19096	13688	9686	4370	1344	946	902	722	195	389	192	211	143	110	134	171	348	322	233	271	242	500	751	303	582	444	309	40	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1163	LTR	LTR	34	0	0	0	0	516	2487	1958	1571	694	1987	1777	3057	1648	783	157	190	725	0	74	572	787	312	277	23	236	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1264	DNA	DNA	0	0	0	0	0	0	71	0	67	267	467	629	1814	4119	4777	6919	6844	6421	5938	7438	7045	5124	2702	3434	2070	947	541	542	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-200	DNA	DNA	0	0	0	0	0	0	348	187	0	26	888	2682	1512	2429	1994	1301	3650	3399	2929	1475	1289	1205	145	795	122	432	245	219	136	0	0	89	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1062	LTR	LTR	0	0	0	0	350	1356	2314	2739	2784	1684	846	290	0	651	0	0	207	190	57	199	130	0	694	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-380	LINE	RTE-BovB	0	0	6	33	138	266	193	930	1242	1435	2165	2464	3621	3098	3366	3766	2719	3775	3900	5329	9354	17623	21187	18359	9280	17511	10672	5905	5462	4154	1762	769	287	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3199	Retro	Retro	0	0	0	0	0	0	0	0	0	0	440	200	0	330	764	1220	1282	1979	1569	3627	4265	4100	3742	1607	1942	959	267	244	307	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-904	LINE	LINE	0	0	0	0	0	0	0	114	0	0	97	585	0	0	309	229	556	174	629	674	1206	162	582	122	281	314	345	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-4483	DNA	DNA	0	0	157	137	182	75	623	3134	3715	1960	2253	3847	1582	1051	1255	2213	843	826	676	542	515	1095	994	197	170	318	214	798	200	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-22	RC	Helitron	0	0	45	31	62	0	29	428	381	987	1819	4848	7093	8126	11041	8131	10857	9395	10195	9619	8000	7903	6016	5527	7927	5643	4777	4340	1940	1725	1292	1189	504	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1024	LINE	LINE	0	0	0	57	1498	5402	6403	6775	6530	5610	5919	2090	1048	250	667	2041	300	306	2133	1965	680	179	465	69	0	213	0	265	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-6413	DNA	DNA	0	0	0	119	0	0	155	0	51	87	733	1475	2310	3489	6317	11412	7394	12713	14048	13489	14542	11524	9919	13088	6582	7348	4276	1278	856	640	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-601	DNA	CMC-EnSpm	0	0	0	215	3130	18232	13389	13049	7161	5189	5836	6050	5190	5117	3146	6947	5211	2573	1088	934	696	51	0	53	232	53	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-334	Retro	Retro	0	0	0	0	61	128	0	225	0	692	257	121	112	137	27	198	85	185	0	27	159	17	24	178	0	58	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-884	DNA	DNA	37	0	704	6496	10268	6975	2579	3682	2303	2014	718	957	458	643	386	417	649	350	413	423	196	749	426	407	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-339	LTR	Gypsy	0	0	0	0	0	0	0	103	0	0	0	0	0	0	210	0	582	0	0	0	0	0	0	0	27	0	20	31	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-465	DNA	hAT-Ac	27	0	0	132	82	353	100	145	267	571	339	221	254	444	367	147	265	394	367	122	753	777	874	312	409	424	471	283	178	626	115	93	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-283	SINE	tRNA	164	0	0	360	774	853	317	282	1716	1059	1388	1112	1531	865	1374	1618	2289	2582	1768	1501	948	1251	980	524	572	796	488	179	283	399	0	79	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2448	nonLTR	nonLTR	0	0	0	0	0	140	327	570	1091	1531	2822	4965	6928	6027	8059	5294	6439	1818	1161	446	900	293	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-368	LTR	LTR	289	0	244	513	0	695	305	0	654	222	0	1008	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1162	LTR	LTR	0	0	0	52	0	173	303	48	1200	1228	4688	1703	1399	981	985	474	892	861	2468	3473	2466	2141	284	206	77	0	929	0	1264	835	1116	0	282	225	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-626	DNA	DNA	0	0	128	276	1106	1545	4037	3388	3956	3306	3774	2981	2005	1694	1034	882	455	563	336	119	108	12	34	126	116	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-162	LINE	LINE	0	795	1164	1969	3232	1624	1529	1047	365	816	879	419	419	208	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1110	Retro	Retro	0	0	0	0	747	242	960	74	805	1027	625	1218	1306	1346	1283	892	1637	1898	980	731	866	1300	1804	596	1118	813	238	325	468	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-903	DNA	hAT-Tag1	0	0	0	0	141	38	497	466	1037	434	246	74	105	204	102	152	218	549	501	1123	1151	1233	2706	1447	1202	1451	1138	810	385	1268	200	114	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-175	LTR	Gypsy	0	0	0	0	1586	22725	42097	29777	12695	6963	11384	7681	4819	6082	8213	5331	3620	3923	2201	1810	2521	587	401	333	189	45	116	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-4230	LTR	LTR	0	0	0	0	125	2103	3959	1168	738	160	0	68	164	193	176	175	455	41	579	117	1597	4215	1774	2652	1592	916	531	0	415	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-806	LINE	L1	0	0	0	0	0	0	0	0	0	0	0	2147	0	779	404	91	249	1118	696	1034	3378	2727	3003	2757	2833	4760	2869	9344	5720	6877	3732	2828	4058	69	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1052	nonLTR	nonLTR	0	0	0	0	0	0	65	265	206	167	416	1491	1924	735	1338	352	95	188	100	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-254	Retro	Retro	0	0	70	56	63	484	477	536	443	661	350	448	399	648	989	1885	1145	1295	1311	977	1220	764	975	642	165	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-8	DNA	TcMar-Stowaway	0	0	0	327	517	2902	4630	6861	8726	8838	17493	30025	41675	54374	61525	67879	59288	49647	44568	29690	24677	15623	7703	7267	3443	2579	704	282	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-558	LTR	Copia	0	0	0	417	1779	2296	1341	2346	2421	2969	3544	5073	5523	898	1784	1932	946	1122	572	307	1052	776	968	376	93	24	138	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2221	LINE	LINE	98	98	80	58	0	111	1680	230	2144	2773	3108	5040	6897	5881	5046	5394	6968	2845	4953	3077	2514	2438	1150	1159	1127	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-809	DNA	PIF-Harbinger	0	0	107	0	50	39	99	79	596	1197	6789	5720	8671	11893	8751	7609	7527	6086	5262	5744	4807	3542	4727	2879	2206	1516	1531	521	389	72	103	8	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1077	Retro	Retro	0	0	0	0	0	0	0	0	0	293	0	3150	3069	0	878	1494	1170	2551	1211	2252	3281	3175	4067	4538	5024	4182	6874	4231	6409	4349	3470	1805	2938	0	778	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-110	LTR	Gypsy	0	0	0	0	166	838	3132	25009	21040	7307	19214	19658	28180	14762	14342	14252	15205	13445	14051	13040	11452	8885	6063	6660	4373	6091	2268	3344	1254	654	436	824	353	27	74	157	234	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1105	LTR	LTR	0	0	0	0	0	0	100	822	1289	729	672	1036	598	716	661	948	738	1325	469	693	753	150	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-319	LTR	Copia	0	0	227	575	44	1974	2581	3442	13443	12129	20207	25380	13307	5979	1642	2864	409	601	1693	2014	1177	4943	1885	6902	9438	10798	37647	42958	17089	25239	26930	22338	3629	606	329	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-448	LTR	Gypsy	0	0	0	109	0	0	0	1028	521	1906	97	603	1242	4046	5988	2114	3952	1657	2554	1575	1601	1312	710	250	141	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-317	LTR	Gypsy	0	0	41	0	217	2213	32033	11568	5148	996	6184	11556	33469	25290	9088	3156	8689	1107	2710	2371	2388	2297	3570	6849	1557	1598	1991	4193	2674	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1103	LTR	Copia	0	284	0	285	955	0	1882	0	1758	0	0	0	548	1911	0	0	50	410	678	6556	5036	1333	4008	6900	4189	4355	2573	819	1961	1069	1207	2339	3003	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-731	Unknown	Unknown	0	0	0	0	0	61	87	41	0	115	151	0	134	43	404	185	237	228	95	375	295	411	335	297	269	79	131	139	423	47	89	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-1145	DNA	DNA	0	0	0	0	0	0	0	0	0	84	246	35	437	708	410	1328	1064	1944	2542	1369	2317	2491	1585	906	1029	593	727	632	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-959	LINE	LINE	61	1585	2074	43133	37673	13469	3019	1800	653	5091	11227	9912	5165	23144	12424	12688	15869	1500	336	0	0	1360	773	992	1318	2373	2272	2777	3475	3570	3223	2540	1186	0	2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-213	SINE	SINE	0	0	0	0	0	0	648	979	1639	1465	2273	2089	1300	1674	564	1244	826	642	437	333	62	18	101	148	219	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-665	DNA	DNA	0	0	0	0	0	0	0	0	0	32	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-520	DNA	hAT-Ac	0	0	0	0	0	2163	15039	13067	3684	1052	891	2651	1272	5413	5949	4325	3098	4277	1740	2436	1292	2776	1113	2244	3555	2292	3890	4171	3422	1860	2109	1393	424	1487	589	519	0	182	0	0	0	0	0	0	0	0	0	0	0	0
