#Rname	Rclass	Rfam	Rlen	FRG_NB_all	FRG_NB_Reconstructed_repeats	LEN_MASKED_NR	AVG_%DIV	MED_%DIV	AVG_%DEL	MED_%DEL	AVG_%INS	MED_%INS	AVG_LEN_MASKED	%_GENOME

rnd-1_family-493	LINE	LINE	nd	213	213	53894	11.1662053289758	nd	3.67522414368963	nd	2.16473577763774	nd	0.000300951652525222	nd
rnd-6_family-5392	DNA	DNA	nd	52	52	10282	19.8511807041427	nd	3.94385917136717	nd	8.21338844582728	nd	5.74161296482788e-05	nd
rnd-6_family-253	DNA	DNA	nd	148	148	44724	4.99168209462369	nd	4.08189316697935	nd	1.99587738127215	nd	0.000249745086791443	nd
rnd-3_family-231	LTR	LTR	nd	916	916	131246	15.7602845801021	nd	3.0493838288402	nd	2.72229805098828	nd	0.000732896066117292	nd
rnd-1_family-641	LTR	Gypsy	nd	86	86	11995	20.8165610671131	nd	1.02685785744061	nd	1.46512963734896	nd	6.6981761829518e-05	nd
rnd-5_family-7042	Retro	Retro	nd	110	110	15968	20.7802148046087	nd	3.79845315631273	nd	7.38389904809658	nd	8.91675508873484e-05	nd
rnd-1_family-341	Unknown	Unknown	nd	311	311	67185	9.06898414824581	nd	3.16100275359069	nd	1.07713805164831	nd	0.000375170460068042	nd
rnd-1_family-667	DNA	DNA	nd	258	258	117644	8.14509809254965	nd	2.41967512155342	nd	1.354901737445	nd	0.000656940590968888	nd
rnd-1_family-848	DNA	DNA	nd	74	74	6255	9.30447961630754	nd	0.947112709832153	nd	1.6243069544364	nd	3.49287970190609e-05	nd
rnd-4_family-57	LTR	LTR	nd	480	480	74395	14.7895616640902	nd	2.83871416089783	nd	3.18202957187943	nd	0.000415432110988495	nd
rnd-1_family-351	DNA	DNA	nd	72	72	3690	15.5672601626014	nd	1.61642818428186	nd	2.07537398373984	nd	2.0605477378151e-05	nd
rnd-1_family-840	Retro	Retro	nd	36	36	3381	18.8069772256729	nd	2.04742088139609	nd	2.41963916001183	nd	1.88799780529888e-05	nd
rnd-1_family-994	DNA	DNA	nd	11	11	457	16.274989059081	nd	1.31374179431072	nd	1.92245076586433	nd	2.55195207637263e-06	nd
rnd-6_family-206	LTR	LTR	nd	966	966	105610	17.0378586308101	nd	8.72492879461949	nd	8.69378297509619	nd	0.000589741047671146	nd
rnd-6_family-179	LINE	LINE	nd	104	104	21093	16.1841421324614	nd	5.66794955672444	nd	6.1704020291091	nd	0.000117786269468114	nd
rnd-1_family-1077	DNA	DNA	nd	94	94	21733	10.805660976395	nd	1.13740302765365	nd	0.996875718952772	nd	0.000121360119203078	nd
rnd-1_family-903	DNA	hAT-Tag1	nd	190	190	19104	21.0472319933003	nd	3.19151591289789	nd	5.80340818676695	nd	0.000106679414588671	nd
rnd-1_family-701	LTR	Gypsy	nd	23	23	4062	26.8975332348608	nd	2.03395617922199	nd	2.42465534219589	nd	2.26827775365988e-05	nd
rnd-1_family-352	LTR	Gypsy	nd	675	675	254886	14.2827538585909	nd	4.020578729316	nd	3.20544184458893	nd	0.00142331916179062	nd
rnd-5_family-886	LINE	R1-LOA	nd	126	126	30539	10.6511021971924	nd	1.85950162087841	nd	5.38783228003405	nd	0.000170534057900096	nd
rnd-1_family-882	Retro	Retro	nd	275	275	115979	15.4303814483652	nd	3.25363246794592	nd	3.9589349796088	nd	0.000647642997517772	nd
rnd-5_family-1282	LINE	LINE	nd	141	141	24702	19.8708307019689	nd	4.70983766496669	nd	4.25984049874476	nd	0.000137939431489183	nd
rnd-1_family-517	SINE	SINE	nd	682	682	72243	16.8067102695082	nd	1.99838337278352	nd	1.73533158921952	nd	0.000403415041254679	nd
rnd-5_family-73	LINE	LINE	nd	225	225	47925	12.9989953051651	nd	5.39668607198773	nd	4.7540087636936	nd	0.000267619919606474	nd
rnd-1_family-1064	SINE	SINE	nd	79	79	4692	6.55270886615529	nd	1.41323955669228	nd	3.43140664961628	nd	2.62007858694538e-05	nd
rnd-6_family-4498	LTR	Gypsy	nd	91	91	17524	13.6835328692087	nd	0.285249372289419	nd	0.204898995663091	nd	9.78564730554792e-05	nd
rnd-1_family-32	DNA	DNA	nd	1235	1235	250184	13.8254731717486	nd	3.01159874332583	nd	1.37259592939589	nd	0.00139706253451906	nd
rnd-1_family-918	LTR	Copia	nd	134	134	70695	17.1233160761077	nd	2.36871249734698	nd	3.65713614824242	nd	0.000394770792208235	nd
rnd-1_family-916	LTR	LTR	nd	89	89	7644	10.9985910518054	nd	3.20946101517488	nd	0.575999476713752	nd	4.26851677719746e-05	nd
rnd-1_family-208	DNA	DNA	nd	3	3	74	7.70243243243243	nd	2.83918918918919	nd	0	nd	4.13226375605197e-07	nd
rnd-5_family-1714	DNA	hAT-Ac	nd	1337	1337	216591	20.099638904664	nd	6.64606280962626	nd	3.59760419408044	nd	0.00120947451241493	nd
rnd-5_family-1241	LINE	LINE	nd	97	97	21756	13.9737745909173	nd	2.31910001838597	nd	1.05754412575861	nd	0.000121488554427928	nd
rnd-1_family-495	LTR	LTR	nd	116	116	9681	11.2218510484451	nd	1.95181799400901	nd	2.40745067658305	nd	5.40600613815393e-05	nd
rnd-3_family-958	LTR	LTR	nd	539	539	107407	10.7048786391994	nd	1.6413031739088	nd	0.933900863072283	nd	0.000599775747630099	nd
rnd-1_family-915	LTR	LTR	nd	119	119	36690	11.128411011174	nd	2.32298609975431	nd	0.840391932406859	nd	0.000204882104337225	nd
rnd-1_family-1126	DNA	DNA	nd	195	195	23648	11.1429190629232	nd	0.622046684709067	nd	0.849571211096043	nd	0.000132053747706915	nd
rnd-1_family-15	DNA	hAT-Ac	nd	221	221	67428	13.6908993296545	nd	5.83671175179592	nd	5.25954321646882	nd	0.000376527406139286	nd
rnd-6_family-87	Retro	Retro	nd	180	180	31239	11.7054396747668	nd	2.91432504241535	nd	3.56089695572858	nd	0.000174442956047713	nd
rnd-1_family-1138	LTR	Copia	nd	31	31	20026	12.2426680315574	nd	1.62597573154905	nd	1.36118495955267	nd	0.000111827991863104	nd
rnd-6_family-6383	DNA	DNA	nd	134	134	25539	4.98747523395584	nd	0.961432319197874	nd	1.41817103253847	nd	0.000142613356845691	nd
rnd-1_family-1021	DNA	DNA	nd	26	26	4578	10.5828484054175	nd	2.40134338138926	nd	1.67142857142862	nd	2.55641938854134e-05	nd
rnd-1_family-555	LTR	Gypsy	nd	405	405	195582	15.2468597825954	nd	2.72275153132645	nd	2.45005931016214	nd	0.00109215731072453	nd
rnd-1_family-1163	LTR	LTR	nd	157	157	19942	11.8857441580586	nd	2.62693059873648	nd	4.68439424330609	nd	0.00011135892408539	nd
rnd-1_family-49	LTR	Gypsy	nd	779	779	91518	5.79113496798402	nd	0.959042811250391	nd	0.879975851745191	nd	0.000511049343819411	nd
rnd-6_family-1430	DNA	DNA	nd	939	939	206962	14.6822177501199	nd	5.21426339134603	nd	4.08894676317441	nd	0.00115570482632436	nd
rnd-1_family-74	LTR	Copia	nd	178	178	10973	10.1209341109997	nd	1.40795862571765	nd	1.23803882256448	nd	6.12747705339976e-05	nd
rnd-2_family-28	SINE	SINE	nd	3396	3396	506936	14.227897486074	nd	5.30421658749997	nd	6.45148354032689	nd	0.00283080170194319	nd
rnd-1_family-964	LTR	LTR	nd	87	87	8616	13.9804526462392	nd	2.28462627669451	nd	2.07144034354689	nd	4.8112952056951e-05	nd
rnd-1_family-272	DNA	DNA	nd	258	258	46519	16.3744680668117	nd	5.09727767148884	nd	3.83113007588231	nd	0.000259768618469975	nd
rnd-1_family-714	LTR	LTR	nd	208	208	34093	12.5189566773225	nd	5.15709500484005	nd	1.65429560320303	nd	0.000190380092209567	nd
rnd-1_family-167	LTR	Copia	nd	549	549	546439	16.8425463409295	nd	2.14964867075625	nd	2.43985090741789	nd	0.00305139199269362	nd
rnd-4_family-1704	RC	Helitron	nd	342	342	216308	24.265673021789	nd	2.30880804223537	nd	4.36971498973793	nd	0.00120789420073525	nd
rnd-6_family-402	LINE	LINE	nd	87	87	35798	7.65120202246092	nd	2.14312615229827	nd	2.91668417230038	nd	0.000199901051269119	nd
rnd-1_family-26	LINE	LINE	nd	269	269	18772	11.8137694438521	nd	6.347122309823	nd	2.47669774131678	nd	0.000104825480038659	nd
rnd-4_family-1001	LINE	L1	nd	214	214	94717	26.4019930952157	nd	2.27360558294695	nd	3.21838825131642	nd	0.000528913008354019	nd
rnd-5_family-201	DNA	DNA	nd	474	474	87238	11.6458215456524	nd	4.25436163139963	nd	3.1375381141252	nd	0.00048714922371684	nd
rnd-1_family-1165	DNA	DNA	nd	113	113	10233	8.69462230040069	nd	1.22049056972539	nd	2.80652985439273	nd	5.71425067779456e-05	nd
rnd-1_family-983	DNA	hAT-Tag1	nd	104	104	9822	15.5068702911828	nd	2.94676542455725	nd	0.725360415394021	nd	5.48474251512735e-05	nd
rnd-6_family-9138	Retro	Retro	nd	70	70	6580	12.2139528875375	nd	1.14437082066867	nd	0.495226443769002	nd	3.67436425875972e-05	nd
rnd-1_family-545	Retro	Retro	nd	13	13	959	15.4398435870697	nd	3.50578727841503	nd	9.91788321167887	nd	5.35519046223491e-06	nd
rnd-4_family-735	DNA	DNA	nd	268	268	56324	16.4175404800794	nd	3.92200358639289	nd	6.15492880477334	nd	0.000314521113237663	nd
rnd-1_family-64	LINE	LINE	nd	22	22	5529	18.7890251401709	nd	3.62835594139992	nd	6.76557967082641	nd	3.08747112259612e-05	nd
rnd-3_family-407	LINE	LINE	nd	677	677	31744	2.84594317036283	nd	3.79455015120911	nd	1.65725081905235	nd	0.000177262946854208	nd
rnd-1_family-800	LTR	LTR	nd	245	245	38390	13.6157335243543	nd	3.16332300078173	nd	4.73256473039797	nd	0.000214375142695723	nd
rnd-1_family-515	LTR	LTR	nd	529	529	184723	15.9677143615038	nd	2.24252995024713	nd	2.74397838925914	nd	0.00103151913217458	nd
rnd-1_family-181	LTR	Copia	nd	500	500	252343	13.8346312360609	nd	3.92655108324748	nd	2.0784920128571	nd	0.00140911869323435	nd
rnd-1_family-787	LTR	Copia	nd	263	263	22596	9.08849353867954	nd	6.30572092405729	nd	0.957550008851056	nd	0.000126179232205068	nd
rnd-1_family-1097	LTR	LTR	nd	64	64	5266	12.6351177364224	nd	1.29380744398024	nd	0.3187561716673	nd	2.94060823504995e-05	nd
rnd-6_family-2820	DNA	DNA	nd	199	199	28064	18.0662524942991	nd	3.65296928449265	nd	2.50575007126556	nd	0.000156713310878165	nd
rnd-5_family-336	LTR	Copia	nd	367	367	148886	23.6707848958269	nd	2.53820533831491	nd	3.55813790416814	nd	0.000831400299437234	nd
rnd-1_family-870	Retro	Retro	nd	470	470	44367	13.5697015800041	nd	4.55563639642055	nd	1.5521786462913	nd	0.000247751548736159	nd
rnd-5_family-5950	LTR	Gypsy	nd	72	72	50664	12.4735468972046	nd	2.3354555502927	nd	1.44411436128249	nd	0.000282914879644077	nd
rnd-1_family-616	LTR	Gypsy	nd	11	11	1713	22.7789025102156	nd	5.12523642732055	nd	3.31819614711044	nd	9.56563218123921e-06	nd
rnd-1_family-301	LTR	LTR	nd	498	498	175108	9.53998629417288	nd	3.25623512346707	nd	2.0069037965133	nd	0.000977827624046956	nd
rnd-1_family-553	DNA	DNA	nd	214	214	19066	22.3234600860184	nd	1.88179167103746	nd	1.69244414140355	nd	0.000106467217260658	nd
rnd-1_family-197	LTR	Gypsy	nd	76	76	22083	6.01340352307261	nd	0.991314585880538	nd	0.217921025223018	nd	0.000123314568276886	nd
rnd-1_family-446	LTR	LTR	nd	346	346	66061	7.00832624392564	nd	1.7191420051159	nd	0.591753228077066	nd	0.000368893886471012	nd
rnd-1_family-145	DNA	DNA	nd	439	439	59406	16.2900498266159	nd	3.20218176615171	nd	2.44191377975286	nd	0.000331731433367599	nd
rnd-5_family-369	DNA	TcMar-Stowaway	nd	1604	1604	259350	19.1098052053197	nd	3.03460933102069	nd	2.81702274918231	nd	0.001448246763692	nd
rnd-5_family-3860	DNA	CMC-EnSpm	nd	81	81	32785	12.4986429769711	nd	3.97930425499458	nd	1.74013725789217	nd	0.000183076036813735	nd
rnd-5_family-1336	LTR	LTR	nd	203	203	41404	13.0910296106664	nd	1.87395613950358	nd	1.66687397352927	nd	0.000231205741291318	nd
rnd-4_family-116	LINE	L1	nd	313	313	209831	27.1084001410821	nd	2.84255820160248	nd	3.89912834614162	nd	0.00117172572458938	nd
rnd-4_family-105	LTR	Gypsy	nd	2497	2497	3323124	15.6839895050442	nd	2.66808163944304	nd	2.60279205952436	nd	0.0185567903541438	nd
rnd-1_family-1105	LTR	LTR	nd	213	213	11940	13.9936180904523	nd	3.56997403685095	nd	1.85175711892795	nd	6.66746341179196e-05	nd
rnd-1_family-763	Retro	Retro	nd	6	6	469	15.1742857142857	nd	3.85257995735606	nd	6.92289978678033	nd	2.61896175890321e-06	nd
rnd-4_family-773	DNA	DNA	nd	663	663	86251	18.9094265573672	nd	5.5661195812216	nd	3.33320471646711	nd	0.0004816376773287	nd
rnd-5_family-2638	DNA	DNA	nd	131	131	48995	6.03922502296036	nd	2.14251944075925	nd	1.31868680477594	nd	0.000273594949632116	nd
rnd-1_family-1022	DNA	DNA	nd	126	126	10213	13.220451385489	nd	1.64136003133258	nd	1.08244002741598	nd	5.7030823973728e-05	nd
rnd-5_family-464	DNA	DNA	nd	289	289	38933	19.4615059204296	nd	2.17698533377842	nd	4.15099144684514	nd	0.000217407330830231	nd
rnd-1_family-65	LTR	Gypsy	nd	49	49	6512	7.16384213759214	nd	2.12478961916467	nd	1.69777948402948	nd	3.63639210532573e-05	nd
rnd-6_family-15394	LTR	Gypsy	nd	69	69	30190	22.044775091088	nd	2.69265584630702	nd	3.53387048691621	nd	0.000168585192966498	nd
rnd-6_family-1514	Retro	Retro	nd	99	99	55533	24.1608205931642	nd	4.54778708155569	nd	4.59691246646084	nd	0.000310104058330856	nd
rnd-4_family-37	LTR	Gypsy	nd	2178	2178	1132472	15.4394706535891	nd	6.48709739401617	nd	5.68559445177871	nd	0.00632388243289687	nd
rnd-1_family-185	DNA	MULE-MuDR	nd	435	435	322512	15.2408477514011	nd	4.23154691918253	nd	2.8856505494347	nd	0.00180095222769166	nd
rnd-6_family-2437	LTR	LTR	nd	69	69	12711	11.6400542836905	nd	2.96587365274197	nd	1.23684131854305	nd	7.09800062205088e-05	nd
rnd-1_family-1162	LTR	LTR	nd	122	122	31334	17.6223469713408	nd	2.03571009127452	nd	2.08270824025013	nd	0.000174973449367746	nd
rnd-5_family-861	LTR	LTR	nd	373	373	40335	17.1085434486166	nd	4.81272567249288	nd	8.10292227593873	nd	0.000225236295405887	nd
rnd-1_family-234	DNA	DNA	nd	344	344	36322	14.847641925004	nd	2.93043086834421	nd	2.92047133968394	nd	0.000202827140739621	nd
rnd-5_family-2424	LTR	Gypsy	nd	77	77	18858	19.7321561141149	nd	6.90617774949611	nd	5.22910223777729	nd	0.000105305716096795	nd
rnd-1_family-624	LTR	LTR	nd	288	288	48387	14.9885413437481	nd	1.96758612850524	nd	1.29097030194055	nd	0.000270199792383901	nd
rnd-1_family-1018	LTR	LTR	nd	116	116	53755	11.7550789693963	nd	3.43661817505363	nd	2.3274525160453	nd	0.00030017545703591	nd
rnd-1_family-1124	DNA	DNA	nd	1	1	61	16.95	nd	1.64	nd	3.33	nd	3.40632552863743e-07	nd
rnd-5_family-958	LTR	Gypsy	nd	299	299	180946	20.5935268533086	nd	3.6201529738145	nd	2.87433057376304	nd	0.00101042783459808	nd
rnd-1_family-799	Unknown	Unknown	nd	27	27	1176	11.5295663265307	nd	0.0849999999999999	nd	0.544107142857143	nd	6.5669488879961e-06	nd
rnd-1_family-483	Unknown	Unknown	nd	7	7	327	16.4863914373088	nd	5.97617737003061	nd	0.500825688073395	nd	1.8260138489581e-06	nd
rnd-1_family-759	DNA	DNA	nd	459	459	113633	9.20436272913727	nd	1.84574172995607	nd	0.793815792947415	nd	0.000634542604583045	nd
rnd-1_family-923	DNA	DNA	nd	181	181	13264	13.7052736731001	nd	2.31047120024126	nd	1.06457705066339	nd	7.4068035757126e-05	nd
rnd-1_family-266	Retro	Retro	nd	26	26	8981	12.7791548825289	nd	0.928914374791211	nd	0.533000779423217	nd	5.01511632339226e-05	nd
rnd-1_family-280	DNA	DNA	nd	54	54	4923	15.4567966686976	nd	2.43191956124319	nd	3.32183627869188	nd	2.74907222581673e-05	nd
rnd-1_family-147	LTR	Cassandra	nd	444	444	104728	9.87056212283258	nd	2.07006712626986	nd	1.42608414177666	nd	0.000584815836005149	nd
rnd-6_family-2119	LINE	LINE	nd	119	119	12557	6.54498606355042	nd	1.76708210559852	nd	0.62420721509914	nd	7.01200486280331e-05	nd
rnd-1_family-258	LTR	LTR	nd	202	202	88364	19.3121516680988	nd	3.16232108098313	nd	3.30218539224279	nd	0.000493436965594292	nd
rnd-3_family-40	LINE	L1	nd	1144	1144	865254	24.2917255742187	nd	2.76070687913559	nd	2.83899533547837	nd	0.00483169965402566	nd
rnd-1_family-393	LTR	LTR	nd	274	274	184590	12.2818999945815	nd	1.86305395741872	nd	1.90999739964296	nd	0.00103077644152653	nd
rnd-5_family-733	LTR	Gypsy	nd	260	260	99930	12.2765559891909	nd	3.4020417292101	nd	3.15169468627974	nd	0.000558023131273342	nd
rnd-5_family-5171	Unknown	Unknown	nd	270	270	82538	21.1593206765314	nd	2.39654765077876	nd	2.23124366958269	nd	0.000460903764725699	nd
rnd-1_family-355	DNA	DNA	nd	279	279	9994	14.4832379427654	nd	0.705198118871327	nd	0.991455873524147	nd	5.58078972675451e-05	nd
rnd-5_family-295	LTR	LTR	nd	176	176	70123	13.4029630791606	nd	2.07959784949312	nd	1.66205481796287	nd	0.000391576664007611	nd
rnd-1_family-509	LTR	LTR	nd	12	12	1450	24.6892068965516	nd	3.04980000000002	nd	4.68106206896549	nd	8.0970033057775e-06	nd
rnd-1_family-180	DNA	DNA	nd	202	202	24838	19.9416209034542	nd	2.07478017553758	nd	1.74666478782519	nd	0.000138698874557863	nd
rnd-1_family-1087	DNA	DNA	nd	87	87	7624	16.1066487408182	nd	2.49345094438615	nd	6.67087093389275	nd	4.2573484967757e-05	nd
rnd-5_family-5297	DNA	DNA	nd	2573	2573	368784	18.2334045674511	nd	5.0702396524808	nd	3.6764767994277	nd	0.00205934156352955	nd
rnd-1_family-418	Retro	Retro	nd	306	306	65094	12.0025639843902	nd	3.04445524933236	nd	1.7332363965952	nd	0.00036349402288709	nd
rnd-1_family-1133	DNA	DNA	nd	73	73	12155	13.6723619909501	nd	1.78447305635533	nd	2.42542657342633	nd	6.7875224263259e-05	nd
rnd-1_family-887	DNA	DNA	nd	30	30	2014	11.3437735849057	nd	2.38421549155903	nd	0.197954319761669	nd	1.12464583847144e-05	nd
rnd-1_family-933	LTR	LTR	nd	217	217	86584	12.8684699251572	nd	2.48750750716141	nd	2.1680221518996	nd	0.000483497196018923	nd
rnd-4_family-1043	DNA	DNA	nd	310	310	70433	18.8975190606679	nd	5.01361705450488	nd	7.26663211846685	nd	0.000393307747472984	nd
rnd-4_family-267	SINE	tRNA-RTE	nd	1056	1056	85118	21.5752657487251	nd	3.56890399210544	nd	3.78703916915395	nd	0.000475310846469772	nd
rnd-1_family-448	LTR	Gypsy	nd	256	256	31436	15.4659517750352	nd	6.17481104466253	nd	5.9004793866904	nd	0.000175543031669256	nd
rnd-1_family-13	Unknown	Unknown	nd	164	164	49035	15.7961549913318	nd	5.2897275415519	nd	7.0502292240244	nd	0.000273818315240552	nd
rnd-1_family-277	LTR	Gypsy	nd	389	389	195793	23.4691290802062	nd	3.41271158825831	nd	3.75328295699735	nd	0.00109333556430903	nd
rnd-5_family-662	LTR	LTR	nd	120	120	16704	9.19495150862057	nd	0.017978927203065	nd	0.0701095545977012	nd	9.32774780825568e-05	nd
rnd-5_family-2816	LTR	LTR	nd	187	187	24119	19.987549235042	nd	4.16675152369513	nd	3.72694929308835	nd	0.00013468387774624	nd
rnd-1_family-587	LTR	Gypsy	nd	66	66	9849	18.2442684536493	nd	1.05482688597819	nd	1.04286425017766	nd	5.49981969369673e-05	nd
rnd-1_family-766	DNA	DNA	nd	2	2	85	20.8883529411765	nd	3.9095294117647	nd	9.0924705882353	nd	4.74651917924888e-07	nd
rnd-1_family-72	LINE	LINE	nd	11	11	1492	18.6762868632704	nd	6.12620643431619	nd	4.31447721179624	nd	8.3315371946345e-06	nd
rnd-1_family-600	Retro	Retro	nd	739	739	162585	18.2710122705005	nd	3.55902407971388	nd	2.24877030476312	nd	0.000907897436186093	nd
rnd-5_family-4971	SINE	SINE	nd	118	118	23772	13.8373536092875	nd	5.27417718324078	nd	2.91648241628773	nd	0.000132746181093064	nd
rnd-5_family-2276	DNA	DNA	nd	148	148	18537	19.3858116200033	nd	2.25326104547653	nd	1.33649134164099	nd	0.000103513207089102	nd
rnd-1_family-204	Retro	Retro	nd	17	17	536	11.1841791044776	nd	2.4886567164179	nd	5.26623134328356	nd	2.99309915303223e-06	nd
rnd-1_family-120	LINE	L1	nd	1604	1604	667537	17.0231324256164	nd	2.75502159430725	nd	1.55533422117436	nd	0.00372762020395089	nd
rnd-6_family-1050	LINE	LINE	nd	963	963	160564	19.4363533544303	nd	5.09412801126041	nd	5.16929822376098	nd	0.000896611888819902	nd
rnd-6_family-2407	LINE	L1	nd	92	92	59875	25.5892148642986	nd	2.29842772442615	nd	3.09407866388247	nd	0.000334350395126502	nd
rnd-4_family-124	DNA	hAT	nd	1188	1188	229790	21.1859385525855	nd	5.12349836807599	nd	6.05484968884538	nd	0.00128317957905835	nd
rnd-1_family-46	DNA	CMC-EnSpm	nd	293	293	132595	11.2959346883363	nd	4.4803391530588	nd	3.60290712319535	nd	0.000740429071261771	nd
rnd-5_family-445	LINE	LINE	nd	1433	1433	289313	8.67538938796397	nd	1.70726604058661	nd	1.45448835690103	nd	0.00161556435683062	nd
rnd-1_family-610	LTR	Copia	nd	153	153	102928	22.2720107259471	nd	3.44433351468935	nd	3.88655458184435	nd	0.000574764383625563	nd
rnd-6_family-3428	DNA	hAT-Tag1	nd	411	411	111909	13.9911058985437	nd	3.75412066947176	nd	7.35227506277324	nd	0.000624915546859486	nd
rnd-6_family-20	Retro	Retro	nd	186	186	25524	21.6881174580782	nd	3.18964582353867	nd	3.41967285691896	nd	0.000142529594742528	nd
rnd-4_family-782	DNA	Maverick	nd	493	493	141488	20.6547854941721	nd	5.5570519054605	nd	4.93179958724192	nd	0.000790088830157136	nd
rnd-5_family-940	LINE	LINE	nd	164	164	22755	20.4592674137561	nd	3.31757855416431	nd	7.73505031861121	nd	0.000127067110498598	nd
rnd-5_family-6413	DNA	DNA	nd	629	629	144118	19.8697124578548	nd	3.79350608529071	nd	2.04868003996708	nd	0.000804775118911753	nd
rnd-1_family-541	DNA	DNA	nd	863	863	215410	10.4841162434344	nd	1.81494656701043	nd	2.0000450304044	nd	0.00120287964282588	nd
rnd-1_family-677	DNA	DNA	nd	368	368	217820	11.4791024699152	nd	2.61543949132211	nd	1.57728973464402	nd	0.00121633742073411	nd
rnd-1_family-328	DNA	DNA	nd	192	192	8934	13.7338191179768	nd	5.31663756436079	nd	1.73490821580479	nd	4.98887086440112e-05	nd
rnd-1_family-462	LTR	Copia	nd	4	4	508	25.2915354330707	nd	3.98519685039369	nd	3.12570866141733	nd	2.83674322712757e-06	nd
rnd-2_family-128	Retro	Retro	nd	663	663	103725	15.1530739937369	nd	3.43959932513827	nd	2.7696731742592	nd	0.000579214943373635	nd
rnd-5_family-4485	DNA	hAT-Ac	nd	297	297	46084	21.6010339814227	nd	9.13712264560465	nd	7.56776538494901	nd	0.000257339517478242	nd
rnd-1_family-1095	LTR	Copia	nd	48	48	4003	19.0581638770919	nd	0.0999425430926812	nd	0.0759480389707717	nd	2.23533132641568e-05	nd
rnd-5_family-977	Retro	Retro	nd	7481	7481	1755896	8.80458042503878	nd	0.339540616299646	nd	0.253308982992203	nd	0.00980516945972516	nd
rnd-1_family-1074	Unknown	Unknown	nd	118	118	24118	9.37202089725464	nd	2.55722945517859	nd	4.0342387428475	nd	0.000134678293606029	nd
rnd-1_family-436	DNA	hAT	nd	433	433	38447	14.183257211225	nd	3.72523759981289	nd	3.58795042526084	nd	0.000214693438687743	nd
rnd-1_family-790	DNA	DNA	nd	263	263	30446	11.9854631150215	nd	4.26305360310016	nd	1.66770051895169	nd	0.000170014732860484	nd
rnd-1_family-27	DNA	DNA	nd	339	339	137987	12.5250940305934	nd	5.27855566103894	nd	3.13425445875266	nd	0.000770538755278841	nd
rnd-5_family-2250	DNA	DNA	nd	125	125	13818	12.5628202344769	nd	1.41818714719933	nd	1.26185410334345	nd	7.71616494339541e-05	nd
rnd-1_family-127	LTR	Gypsy	nd	516	516	425391	5.50211008225195	nd	2.20791932598628	nd	0.650900019041276	nd	0.00237544298844689	nd
rnd-5_family-4047	LTR	LTR	nd	188	188	53114	21.2759059758253	nd	1.7361477199983	nd	2.04467127311082	nd	0.000296596023160735	nd
rnd-5_family-36	LTR	Copia	nd	522	522	331940	10.4671794300134	nd	2.89685422063865	nd	2.83127152497359	nd	0.00185359950159985	nd
rnd-1_family-986	SINE	SINE	nd	134	134	20515	9.09204971971775	nd	0.755664148184229	nd	1.42838264684382	nd	0.000114558636426224	nd
rnd-1_family-1090	Retro	Retro	nd	96	96	5334	17.6361454818144	nd	0.563438320209962	nd	0.668976377952753	nd	2.97858038848394e-05	nd
rnd-4_family-742	LINE	LINE	nd	186	186	31434	23.5196926894414	nd	1.88633072469311	nd	2.59529013170432	nd	0.000175531863388834	nd
rnd-4_family-870	Retro	Retro	nd	814	814	111977	11.7653955723056	nd	7.12332434339021	nd	2.53985782794773	nd	0.000625295268393826	nd
rnd-6_family-1794	LINE	LINE	nd	838	838	217336	14.857616915747	nd	5.62251568999157	nd	8.77666709610862	nd	0.00121363469687204	nd
rnd-1_family-249	DNA	DNA	nd	802	802	204361	13.223391645174	nd	5.02018026922805	nd	3.41596557073009	nd	0.00114118047763586	nd
rnd-5_family-4332	LTR	Gypsy	nd	162	162	53569	16.5740762381229	nd	6.6129306128551	nd	3.31249565980253	nd	0.000299136806956686	nd
rnd-1_family-481	LINE	LINE	nd	383	383	256619	18.4185073981132	nd	4.06758381102035	nd	3.32344296408271	nd	0.00143299647677608	nd
rnd-6_family-2171	Unknown	Unknown	nd	183	183	24656	14.9205921479564	nd	3.80460942569752	nd	6.37270319597652	nd	0.000137682561039483	nd
rnd-1_family-984	LTR	Copia	nd	105	105	31716	7.851044583176	nd	1.66669441291447	nd	2.71714497414539	nd	0.000177106590928303	nd
rnd-1_family-149	DNA	DNA	nd	725	725	131056	13.543015428521	nd	3.71858861860677	nd	1.97895899462825	nd	0.000731835079477225	nd
rnd-5_family-13944	DNA	DNA	nd	49	49	8053	2.61082329566615	nd	5.01650937538794	nd	0.756378989196576	nd	4.4969081118225e-05	nd
rnd-1_family-3	DNA	TcMar-Stowaway	nd	1299	1299	238992	18.2498348480343	nd	2.74635657260611	nd	2.34516180458109	nd	0.00133456483727888	nd
rnd-6_family-1341	RC	Helitron	nd	82	82	63705	19.6633628443554	nd	2.03873165371646	nd	1.66553473039872	nd	0.000355737652134176	nd
rnd-1_family-1012	LTR	LTR	nd	37	37	7226	18.2347744256843	nd	2.28802933850001	nd	1.37626902850815	nd	4.03509971638264e-05	nd
rnd-1_family-671	SINE	SINE	nd	99	99	5277	13.8855372370666	nd	0.983545575137396	nd	2.35065378055716	nd	2.94675078928192e-05	nd
rnd-6_family-292	DNA	DNA	nd	456	456	38197	19.8142445741811	nd	5.25279236589268	nd	1.08422232112468	nd	0.000213297403635023	nd
rnd-1_family-114	LTR	Gypsy	nd	389	389	75154	14.0142684354795	nd	3.87573103227943	nd	5.33684833807819	nd	0.000419670473408553	nd
