subelement	bin_id	source_id	source_genome	start	stop	length	avg_rank	num_genomes	S_Abortusovis_SR44	S_Agona_SL483	S_Bongori_NCTC12419	S_Choleraesuis_SCB67	S_Dublin_CT02021853	S_Enteritidis_P125109	S_Gallinarum_28791	S_Gall_Pullorum_RKS5078	S_Heidelberg_SL476	S_Newport_SL254	S_ParatyphiA_AKU12601	S_ParatyphiA_ATCC9150	S_ParatyphiB_SPB7	S_ParatyphiC_RKS4594	S_Schwarzengrund_CVM19633	S_Typhimurium_LT2	S_Typhimurium_SL1344	S_Typhimurium_ST313_AGEnt	S_Typhi_CT18	S_Typhi_Ty2
bin203_se00001	bin203	S_Heidelberg_SL476_accessory_0550_length_5690	S_Heidelberg_SL476	1	5629	5629	NA	7	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0
bin203_se00002	bin203	S_Heidelberg_SL476_accessory_0550_length_5690	S_Heidelberg_SL476	5630	5649	20	NA	6	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0
bin203_se00003	bin203	S_Heidelberg_SL476_accessory_0550_length_5690	S_Heidelberg_SL476	5650	5663	14	NA	5	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0
bin203_se00004	bin203	S_Heidelberg_SL476_accessory_0550_length_5690	S_Heidelberg_SL476	5664	5690	27	NA	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0
bin204_se00001	bin204	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	1	1641	1641	NA	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin204_se00002	bin204	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	1642	2230	589	NA	6	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0
bin204_se00003	bin204	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	2231	5679	3449	NA	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin205_se00001	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	1	333	333	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin205_se00002	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	334	399	66	NA	17	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
bin205_se00003	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	400	728	329	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin205_se00004	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	729	800	72	NA	18	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin205_se00005	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	801	883	83	NA	17	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
bin205_se00006	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	884	1692	809	NA	18	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
bin205_se00007	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	1693	2054	362	NA	17	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
bin205_se00008	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2055	2087	33	NA	16	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
bin205_se00009	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2088	2196	109	NA	17	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
bin205_se00010	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2197	2197	1	NA	14	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
bin205_se00011	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2198	2251	54	NA	12	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
bin205_se00012	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2252	2309	58	NA	14	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
bin205_se00013	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2310	2415	106	NA	13	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1
bin205_se00014	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2416	2444	29	NA	16	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
bin205_se00015	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2445	2799	355	NA	17	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
bin205_se00016	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2800	2821	22	NA	16	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
bin205_se00017	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	2822	3510	689	NA	18	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin205_se00018	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	3511	5433	1923	NA	17	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin205_se00019	bin205	S_Heidelberg_SL476_accessory_0223_length_13034	S_Heidelberg_SL476	5434	5600	167	NA	11	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0
bin206_se00001	bin206	S_Typhi_CT18_accessory_0356_length_5544	S_Typhi_CT18	1	2	2	NA	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
bin206_se00002	bin206	S_Typhi_CT18_accessory_0356_length_5544	S_Typhi_CT18	3	5010	5008	NA	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1
bin206_se00003	bin206	S_Typhi_CT18_accessory_0356_length_5544	S_Typhi_CT18	5011	5044	34	NA	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
bin206_se00004	bin206	S_Typhi_CT18_accessory_0356_length_5544	S_Typhi_CT18	5045	5544	500	NA	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1
bin207_se00001	bin207	S_Bongori_NCTC12419_accessory_0448_length_5480	S_Bongori_NCTC12419	1	5480	5480	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin208_se00001	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	1	490	490	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin208_se00002	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	491	681	191	NA	18	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
bin208_se00003	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	682	884	203	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin208_se00004	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	885	1771	887	NA	12	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0
bin208_se00005	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	1772	1806	35	NA	11	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0
bin208_se00006	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	1807	2113	307	NA	12	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0
bin208_se00007	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	2114	2168	55	NA	11	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0
bin208_se00008	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	2169	2257	89	NA	12	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0
bin208_se00009	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	2258	2327	70	NA	6	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0
bin208_se00010	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	2328	2695	368	NA	13	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
bin208_se00011	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	2696	5268	2573	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin208_se00012	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	5269	5280	12	NA	11	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1
bin208_se00013	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	5281	5386	106	NA	6	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0
bin208_se00014	bin208	S_Typhimurium_LT2_accessory_0489_length_5464	S_Typhimurium_LT2	5387	5464	78	NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
bin209_se00001	bin209	S_Typhimurium_LT2_accessory_0260_length_15708	S_Typhimurium_LT2	1	8	8	NA	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
bin209_se00002	bin209	S_Typhimurium_LT2_accessory_0260_length_15708	S_Typhimurium_LT2	9	3967	3959	NA	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0
bin209_se00003	bin209	S_Typhimurium_LT2_accessory_0260_length_15708	S_Typhimurium_LT2	3968	5433	1466	NA	7	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0
bin209_se00004	bin209	S_Typhimurium_LT2_accessory_0260_length_15708	S_Typhimurium_LT2	5434	5438	5	NA	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0
bin210_se00001	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	1	24	24	NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
bin210_se00002	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	25	1415	1391	NA	18	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
bin210_se00003	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	1416	2493	1078	NA	17	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
bin210_se00004	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	2494	2604	111	NA	18	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin210_se00005	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	2605	3057	453	NA	16	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
bin210_se00006	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	3058	4670	1613	NA	17	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
bin210_se00007	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	4671	4713	43	NA	16	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1
bin210_se00008	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	4714	4793	80	NA	17	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
bin210_se00009	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	4794	5126	333	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin210_se00010	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	5127	5306	180	NA	18	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
bin210_se00011	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	5307	5423	117	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin210_se00012	bin210	S_Typhi_CT18_accessory_0208_length_5425	S_Typhi_CT18	5424	5425	2	NA	16	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
bin211_se00001	bin211	S_Typhi_Ty2_accessory_0336_length_21232	S_Typhi_Ty2	1	5376	5376	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bin212_se00001	bin212	S_Agona_SL483_accessory_0241_length_31259	S_Agona_SL483	1	5346	5346	NA	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin213_se00001	bin213	S_Bongori_NCTC12419_accessory_0065_length_8142	S_Bongori_NCTC12419	1	5310	5310	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin214_se00001	bin214	S_Bongori_NCTC12419_accessory_0372_length_5295	S_Bongori_NCTC12419	1	5295	5295	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin215_se00001	bin215	S_Abortusovis_SR44_AGEnt_accessory_0496_length_22122	S_Abortusovis_SR44	1	1107	1107	NA	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin215_se00002	bin215	S_Abortusovis_SR44_AGEnt_accessory_0496_length_22122	S_Abortusovis_SR44	1108	1127	20	NA	4	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
bin215_se00003	bin215	S_Abortusovis_SR44_AGEnt_accessory_0496_length_22122	S_Abortusovis_SR44	1128	1979	852	NA	8	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0
bin215_se00004	bin215	S_Abortusovis_SR44_AGEnt_accessory_0496_length_22122	S_Abortusovis_SR44	1980	2385	406	NA	13	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0
bin215_se00005	bin215	S_Abortusovis_SR44_AGEnt_accessory_0496_length_22122	S_Abortusovis_SR44	2386	3020	635	NA	7	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
bin215_se00006	bin215	S_Abortusovis_SR44_AGEnt_accessory_0496_length_22122	S_Abortusovis_SR44	3021	4133	1113	NA	13	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0
bin215_se00007	bin215	S_Abortusovis_SR44_AGEnt_accessory_0496_length_22122	S_Abortusovis_SR44	4134	4154	21	NA	8	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0
bin215_se00008	bin215	S_Abortusovis_SR44_AGEnt_accessory_0496_length_22122	S_Abortusovis_SR44	4155	5278	1124	NA	9	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0
bin216_se00001	bin216	S_Bongori_NCTC12419_accessory_0025_length_5263	S_Bongori_NCTC12419	1	5263	5263	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin217_se00001	bin217	S_Typhimurium_ST313_AGEnt_accessory_0767_length_5182	S_Typhimurium_ST313_AGEnt	1	5056	5056	NA	14	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0
bin217_se00002	bin217	S_Typhimurium_ST313_AGEnt_accessory_0767_length_5182	S_Typhimurium_ST313_AGEnt	5057	5180	124	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin217_se00003	bin217	S_Typhimurium_ST313_AGEnt_accessory_0767_length_5182	S_Typhimurium_ST313_AGEnt	5181	5182	2	NA	10	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0
bin218_se00001	bin218	S_ParatyphiC_RKS4594_accessory_0153_length_15290	S_ParatyphiC_RKS4594	1	2838	2838	NA	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
bin218_se00002	bin218	S_ParatyphiC_RKS4594_accessory_0153_length_15290	S_ParatyphiC_RKS4594	2839	5154	2316	NA	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
bin219_se00001	bin219	S_Bongori_NCTC12419_accessory_0104_length_5108	S_Bongori_NCTC12419	1	5108	5108	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin220_se00001	bin220	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	S_Abortusovis_SR44	1	25	25	NA	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin220_se00002	bin220	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	S_Abortusovis_SR44	26	27	2	NA	11	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1
bin220_se00003	bin220	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	S_Abortusovis_SR44	28	3985	3958	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin220_se00004	bin220	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	S_Abortusovis_SR44	3986	5083	1098	NA	14	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0
bin221_se00001	bin221	S_Abortusovis_SR44_AGEnt_accessory_0088_length_6837	S_Abortusovis_SR44	1	5069	5069	NA	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin222_se00001	bin222	S_Typhimurium_ST313_AGEnt_accessory_0675_length_4987	S_Typhimurium_ST313_AGEnt	1	2814	2814	NA	11	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1
bin222_se00002	bin222	S_Typhimurium_ST313_AGEnt_accessory_0675_length_4987	S_Typhimurium_ST313_AGEnt	2815	2857	43	NA	10	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1
bin222_se00003	bin222	S_Typhimurium_ST313_AGEnt_accessory_0675_length_4987	S_Typhimurium_ST313_AGEnt	2858	4915	2058	NA	11	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1
bin222_se00004	bin222	S_Typhimurium_ST313_AGEnt_accessory_0675_length_4987	S_Typhimurium_ST313_AGEnt	4916	4984	69	NA	10	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1
bin222_se00005	bin222	S_Typhimurium_ST313_AGEnt_accessory_0675_length_4987	S_Typhimurium_ST313_AGEnt	4985	4986	2	NA	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
bin222_se00006	bin222	S_Typhimurium_ST313_AGEnt_accessory_0675_length_4987	S_Typhimurium_ST313_AGEnt	4987	4987	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
bin223_se00001	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	1	1029	1029	NA	17	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
bin223_se00002	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	1030	1070	41	NA	18	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
bin223_se00003	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	1071	1230	160	NA	17	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
bin223_se00004	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	1231	1413	183	NA	18	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin223_se00005	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	1414	1414	1	NA	11	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0
bin223_se00006	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	1415	1513	99	NA	10	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0
bin223_se00007	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	1514	1516	3	NA	15	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
bin223_se00008	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	1517	2428	912	NA	18	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin223_se00009	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	2429	2492	64	NA	7	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0
bin223_se00010	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	2493	2762	270	NA	18	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin223_se00011	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	2763	4377	1615	NA	9	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0
bin223_se00012	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	4378	4400	23	NA	11	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0
bin223_se00013	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	4401	4425	25	NA	16	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
bin223_se00014	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	4426	4445	20	NA	18	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin223_se00015	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	4446	4933	488	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin223_se00016	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	4934	4934	1	NA	14	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1
bin223_se00017	bin223	S_Agona_SL483_accessory_0329_length_6840	S_Agona_SL483	4935	4936	2	NA	12	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0
bin224_se00001	bin224	S_Bongori_NCTC12419_accessory_0187_length_4918	S_Bongori_NCTC12419	1	4918	4918	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin225_se00001	bin225	S_Heidelberg_SL476_accessory_0399_length_4917	S_Heidelberg_SL476	1	13	13	NA	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1
bin225_se00002	bin225	S_Heidelberg_SL476_accessory_0399_length_4917	S_Heidelberg_SL476	14	16	3	NA	17	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
bin225_se00003	bin225	S_Heidelberg_SL476_accessory_0399_length_4917	S_Heidelberg_SL476	17	4917	4901	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin226_se00001	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	1	38	38	NA	5	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
bin226_se00002	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	39	244	206	NA	15	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
bin226_se00003	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	245	314	70	NA	9	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0
bin226_se00004	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	315	516	202	NA	8	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0
bin226_se00005	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	517	1088	572	NA	14	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
bin226_se00006	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	1089	1244	156	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin226_se00007	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	1245	1300	56	NA	14	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
bin226_se00008	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	1301	1455	155	NA	15	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
bin226_se00009	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	1456	1582	127	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin226_se00010	bin226	S_Choleraesuis_SCB67_accessory_0282_length_4872	S_Choleraesuis_SCB67	1583	4872	3290	NA	3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
bin227_se00001	bin227	S_Choleraesuis_SCB67_accessory_0002_length_138742	S_Choleraesuis_SCB67	1	4850	4850	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin228_se00001	bin228	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	1	157	157	NA	4	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
bin228_se00002	bin228	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	158	3066	2909	NA	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
bin228_se00003	bin228	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	3067	3392	326	NA	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bin228_se00004	bin228	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	3393	4846	1454	NA	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
bin229_se00001	bin229	S_Bongori_NCTC12419_accessory_0246_length_16827	S_Bongori_NCTC12419	1	4829	4829	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin230_se00001	bin230	S_ParatyphiA_AKU12601_accessory_0047_length_4817	S_ParatyphiA_AKU12601	1	1098	1098	NA	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1
bin230_se00002	bin230	S_ParatyphiA_AKU12601_accessory_0047_length_4817	S_ParatyphiA_AKU12601	1099	1102	4	NA	9	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1
bin230_se00003	bin230	S_ParatyphiA_AKU12601_accessory_0047_length_4817	S_ParatyphiA_AKU12601	1103	1570	468	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
