bin_id	source_id	source_genome	source_length	bin_start	bin_stop	bin_length
bin508	S_Schwarzengrund_CVM19633_accessory_0450_length_1627	S_Schwarzengrund_CVM19633	1627	1	1627	1627
bin509	S_Abortusovis_SR44_AGEnt_accessory_0072_length_1614	S_Abortusovis_SR44	1614	1	1614	1614
bin510	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	7564	9168	1605
bin511	S_Bongori_NCTC12419_accessory_0541_length_19136	S_Bongori_NCTC12419	19136	431	2033	1603
bin512	S_Agona_SL483_accessory_0311_length_49668	S_Agona_SL483	49668	11826	13423	1598
bin513	S_Bongori_NCTC12419_accessory_0110_length_1597	S_Bongori_NCTC12419	1597	1	1597	1597
bin514	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	38606	40202	1597
bin515	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	1412	3001	1590
bin516	S_Heidelberg_SL476_accessory_0515_length_1588	S_Heidelberg_SL476	1588	1	1588	1588
bin517	S_Bongori_NCTC12419_accessory_0508_length_1586	S_Bongori_NCTC12419	1586	1	1586	1586
bin518	S_Heidelberg_SL476_accessory_0111_length_46178	S_Heidelberg_SL476	46178	5344	6928	1585
bin519	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	83218	84789	1572
bin520	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	59063	60633	1571
bin521	S_Bongori_NCTC12419_accessory_0198_length_1568	S_Bongori_NCTC12419	1568	1	1568	1568
bin522	S_Typhimurium_SL1344_accessory_0308_length_81547	S_Typhimurium_SL1344	81547	23572	25131	1560
bin523	S_Agona_SL483_accessory_0125_length_41322	S_Agona_SL483	41322	6962	8521	1560
bin524	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	56602	58152	1551
bin525	S_Bongori_NCTC12419_accessory_0098_length_1546	S_Bongori_NCTC12419	1546	1	1546	1546
bin526	S_ParatyphiB_SPB7_accessory_0106_length_20449	S_ParatyphiB_SPB7	20449	9084	10628	1545
bin527	S_Abortusovis_SR44_AGEnt_accessory_0205_length_1543	S_Abortusovis_SR44	1543	1	1543	1543
bin528	S_Typhimurium_LT2_accessory_0235_length_1542	S_Typhimurium_LT2	1542	1	1542	1542
bin529	S_Typhimurium_LT2_accessory_0040_length_1729	S_Typhimurium_LT2	1729	200	1729	1530
bin530	S_Typhimurium_SL1344_accessory_0517_length_6363	S_Typhimurium_SL1344	6363	4674	6200	1527
bin531	S_Typhimurium_ST313_AGEnt_accessory_0278_length_1517	S_Typhimurium_ST313_AGEnt	1517	1	1517	1517
bin532	S_Schwarzengrund_CVM19633_accessory_0140_length_6547	S_Schwarzengrund_CVM19633	6547	4901	6407	1507
bin533	S_Schwarzengrund_CVM19633_accessory_0032_length_54792	S_Schwarzengrund_CVM19633	54792	24479	25981	1503
bin534	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	22121	23619	1499
bin535	S_Agona_SL483_accessory_0411_length_1498	S_Agona_SL483	1498	1	1498	1498
bin536	S_Typhimurium_SL1344_accessory_0240_length_43505	S_Typhimurium_SL1344	43505	27650	29143	1494
bin537	S_Bongori_NCTC12419_accessory_0265_length_1488	S_Bongori_NCTC12419	1488	1	1488	1488
bin538	S_Agona_SL483_accessory_0373_length_1486	S_Agona_SL483	1486	1	1486	1486
bin539	S_ParatyphiB_SPB7_accessory_0081_length_42502	S_ParatyphiB_SPB7	42502	9073	10556	1484
bin540	S_Abortusovis_SR44_AGEnt_accessory_0138_length_1474	S_Abortusovis_SR44	1474	1	1474	1474
bin541	S_Heidelberg_SL476_accessory_0371_length_1460	S_Heidelberg_SL476	1460	1	1460	1460
bin542	S_Bongori_NCTC12419_accessory_0345_length_15377	S_Bongori_NCTC12419	15377	13918	15377	1460
bin543	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	52127	53586	1460
bin544	S_Bongori_NCTC12419_accessory_0277_length_4414	S_Bongori_NCTC12419	4414	2957	4414	1458
bin545	S_Gall_Pullorum_RKS5078_accessory_0181_length_1456	S_Gall_Pullorum_RKS5078	1456	1	1456	1456
bin546	S_Dublin_CT02021853_accessory_0001_length_74551	S_Dublin_CT02021853	74551	23360	24808	1449
bin547	S_Bongori_NCTC12419_accessory_0547_length_1439	S_Bongori_NCTC12419	1439	1	1439	1439
bin548	S_Heidelberg_SL476_accessory_0338_length_24610	S_Heidelberg_SL476	24610	23177	24610	1434
bin549	S_Bongori_NCTC12419_accessory_0149_length_1423	S_Bongori_NCTC12419	1423	1	1423	1423
bin550	S_Bongori_NCTC12419_accessory_0120_length_1409	S_Bongori_NCTC12419	1409	1	1409	1409
bin551	S_Abortusovis_SR44_AGEnt_accessory_0239_length_1585	S_Abortusovis_SR44	1585	1	1406	1406
bin552	S_Abortusovis_SR44_AGEnt_accessory_0192_length_1402	S_Abortusovis_SR44	1402	1	1402	1402
bin553	S_Newport_SL254_accessory_0046_length_1401	S_Newport_SL254	1401	1	1401	1401
bin554	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	40465	41863	1399
bin555	S_Choleraesuis_SCB67_accessory_0002_length_138742	S_Choleraesuis_SCB67	138742	9923	11320	1398
bin556	S_Typhi_CT18_accessory_0136_length_1395	S_Typhi_CT18	1395	1	1395	1395
bin557	S_Bongori_NCTC12419_accessory_0417_length_1376	S_Bongori_NCTC12419	1376	1	1376	1376
bin558	S_Typhimurium_ST313_AGEnt_accessory_0237_length_2995	S_Typhimurium_ST313_AGEnt	2995	81	1453	1373
bin559	S_Abortusovis_SR44_AGEnt_accessory_0355_length_1750	S_Abortusovis_SR44	1750	381	1750	1370
bin560	S_Bongori_NCTC12419_accessory_0267_length_1367	S_Bongori_NCTC12419	1367	1	1367	1367
bin561	S_Typhi_CT18_accessory_0218_length_55888	S_Typhi_CT18	55888	17101	18466	1366
bin562	S_Typhi_CT18_accessory_0034_length_58121	S_Typhi_CT18	58121	32898	34258	1361
bin563	S_Typhimurium_SL1344_accessory_0297_length_51138	S_Typhimurium_SL1344	51138	42516	43868	1353
bin564	S_Bongori_NCTC12419_accessory_0174_length_1347	S_Bongori_NCTC12419	1347	1	1347	1347
bin565	S_Agona_SL483_accessory_0185_length_1343	S_Agona_SL483	1343	1	1343	1343
bin566	S_Abortusovis_SR44_AGEnt_accessory_0260_length_1341	S_Abortusovis_SR44	1341	1	1341	1341
bin567	S_Bongori_NCTC12419_accessory_0251_length_1336	S_Bongori_NCTC12419	1336	1	1336	1336
bin568	S_Heidelberg_SL476_accessory_0518_length_66766	S_Heidelberg_SL476	66766	50115	51449	1335
bin569	S_Newport_SL254_accessory_0221_length_11026	S_Newport_SL254	11026	8085	9418	1334
bin570	S_Choleraesuis_SCB67_accessory_0035_length_64066	S_Choleraesuis_SCB67	64066	8077	9403	1327
bin571	S_Agona_SL483_accessory_0023_length_1323	S_Agona_SL483	1323	1	1323	1323
bin572	S_ParatyphiA_AKU12601_accessory_0315_length_10086	S_ParatyphiA_AKU12601	10086	6319	7635	1317
bin573	S_ParatyphiA_AKU12601_accessory_0267_length_3558	S_ParatyphiA_AKU12601	3558	1	1316	1316
bin574	S_Typhimurium_SL1344_accessory_0302_length_10908	S_Typhimurium_SL1344	10908	9595	10908	1314
bin575	S_Agona_SL483_accessory_0243_length_1313	S_Agona_SL483	1313	1	1313	1313
bin576	S_ParatyphiC_RKS4594_accessory_0552_length_55414	S_ParatyphiC_RKS4594	55414	38419	39731	1313
bin577	S_Newport_SL254_accessory_0158_length_1307	S_Newport_SL254	1307	1	1307	1307
bin578	S_Agona_SL483_accessory_0192_length_1306	S_Agona_SL483	1306	1	1306	1306
bin579	S_Agona_SL483_accessory_0240_length_4291	S_Agona_SL483	4291	755	2060	1306
bin580	S_Abortusovis_SR44_AGEnt_accessory_0212_length_1305	S_Abortusovis_SR44	1305	1	1305	1305
bin581	S_Schwarzengrund_CVM19633_accessory_0244_length_20448	S_Schwarzengrund_CVM19633	20448	6572	7876	1305
bin582	S_Bongori_NCTC12419_accessory_0177_length_1304	S_Bongori_NCTC12419	1304	1	1304	1304
bin583	S_Choleraesuis_SCB67_accessory_0284_length_1303	S_Choleraesuis_SCB67	1303	1	1303	1303
bin584	S_Choleraesuis_SCB67_accessory_0035_length_64066	S_Choleraesuis_SCB67	64066	17557	18858	1302
bin585	S_ParatyphiA_AKU12601_accessory_0210_length_3457	S_ParatyphiA_AKU12601	3457	2158	3457	1300
bin586	S_Heidelberg_SL476_accessory_0476_length_1299	S_Heidelberg_SL476	1299	1	1299	1299
bin587	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	68938	70235	1298
bin588	S_Bongori_NCTC12419_accessory_0068_length_1295	S_Bongori_NCTC12419	1295	1	1295	1295
bin589	S_Bongori_NCTC12419_accessory_0160_length_1295	S_Bongori_NCTC12419	1295	1	1295	1295
bin590	S_Bongori_NCTC12419_accessory_0010_length_1294	S_Bongori_NCTC12419	1294	1	1294	1294
bin591	S_Bongori_NCTC12419_accessory_0531_length_1293	S_Bongori_NCTC12419	1293	1	1293	1293
bin592	S_Gallinarum_28791_accessory_0249_length_5153	S_Gallinarum_28791	5153	3810	5097	1288
bin593	S_Bongori_NCTC12419_accessory_0366_length_1280	S_Bongori_NCTC12419	1280	1	1280	1280
bin594	S_ParatyphiA_AKU12601_accessory_0254_length_1280	S_ParatyphiA_AKU12601	1280	1	1280	1280
bin595	S_Bongori_NCTC12419_accessory_0476_length_1278	S_Bongori_NCTC12419	1278	1	1278	1278
bin596	S_Typhimurium_ST313_AGEnt_accessory_0716_length_1278	S_Typhimurium_ST313_AGEnt	1278	1	1278	1278
bin597	S_ParatyphiB_SPB7_accessory_0233_length_5568	S_ParatyphiB_SPB7	5568	4292	5568	1277
bin598	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	5514	6788	1275
bin599	S_Agona_SL483_accessory_0125_length_41322	S_Agona_SL483	41322	4325	5596	1272
bin600	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	32536	33801	1266
bin601	S_Abortusovis_SR44_AGEnt_accessory_0199_length_1262	S_Abortusovis_SR44	1262	1	1262	1262
bin602	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	45441	46702	1262
bin603	S_ParatyphiC_RKS4594_accessory_0552_length_55414	S_ParatyphiC_RKS4594	55414	22084	23344	1261
bin604	S_Heidelberg_SL476_accessory_0181_length_27154	S_Heidelberg_SL476	27154	13818	15078	1261
bin605	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	17172	18427	1256
bin606	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	3121	4376	1256
bin607	S_Agona_SL483_accessory_0531_length_1255	S_Agona_SL483	1255	1	1255	1255
bin608	S_Bongori_NCTC12419_accessory_0200_length_1254	S_Bongori_NCTC12419	1254	1	1254	1254
bin609	S_Typhi_Ty2_accessory_0213_length_44607	S_Typhi_Ty2	44607	496	1749	1254
bin610	S_Bongori_NCTC12419_accessory_0233_length_1246	S_Bongori_NCTC12419	1246	1	1246	1246
bin611	S_Abortusovis_SR44_AGEnt_accessory_0337_length_1245	S_Abortusovis_SR44	1245	1	1245	1245
bin612	S_Abortusovis_SR44_AGEnt_accessory_0129_length_1240	S_Abortusovis_SR44	1240	1	1240	1240
bin613	S_Dublin_CT02021853_accessory_0032_length_1240	S_Dublin_CT02021853	1240	1	1240	1240
bin614	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	65286	66516	1231
bin615	S_Typhimurium_ST313_AGEnt_accessory_0351_length_1304	S_Typhimurium_ST313_AGEnt	1304	1	1221	1221
bin616	S_Typhimurium_LT2_accessory_0105_length_42710	S_Typhimurium_LT2	42710	11183	12400	1218
bin617	S_Abortusovis_SR44_AGEnt_accessory_0060_length_1217	S_Abortusovis_SR44	1217	1	1217	1217
bin618	S_Abortusovis_SR44_AGEnt_accessory_0112_length_4792	S_Abortusovis_SR44	4792	1	1214	1214
bin619	S_ParatyphiB_SPB7_accessory_0310_length_37045	S_ParatyphiB_SPB7	37045	17029	18240	1212
bin620	S_ParatyphiB_SPB7_accessory_0004_length_7229	S_ParatyphiB_SPB7	7229	1645	2856	1212
bin621	S_Schwarzengrund_CVM19633_accessory_0336_length_14324	S_Schwarzengrund_CVM19633	14324	5088	6291	1204
bin622	S_Bongori_NCTC12419_accessory_0151_length_1200	S_Bongori_NCTC12419	1200	1	1200	1200
bin623	S_Abortusovis_SR44_AGEnt_accessory_0348_length_13168	S_Abortusovis_SR44	13168	5088	6278	1191
bin624	S_Typhi_CT18_accessory_0449_length_1176	S_Typhi_CT18	1176	1	1176	1176
bin625	S_Bongori_NCTC12419_accessory_0003_length_1168	S_Bongori_NCTC12419	1168	1	1168	1168
bin626	S_Typhi_CT18_accessory_0082_length_1161	S_Typhi_CT18	1161	1	1161	1161
bin627	S_Typhimurium_ST313_AGEnt_accessory_0073_length_4583	S_Typhimurium_ST313_AGEnt	4583	1	1156	1156
bin628	S_Bongori_NCTC12419_accessory_0428_length_1155	S_Bongori_NCTC12419	1155	1	1155	1155
bin629	S_Abortusovis_SR44_AGEnt_accessory_0020_length_1811	S_Abortusovis_SR44	1811	1	1149	1149
bin630	S_Bongori_NCTC12419_accessory_0541_length_19136	S_Bongori_NCTC12419	19136	2624	3743	1120
bin631	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	176473	142863	143979	1117
bin632	S_Bongori_NCTC12419_accessory_0438_length_1194	S_Bongori_NCTC12419	1194	1	1117	1117
bin633	S_Bongori_NCTC12419_accessory_0245_length_1116	S_Bongori_NCTC12419	1116	1	1116	1116
bin634	S_Gallinarum_28791_accessory_0347_length_1170	S_Gallinarum_28791	1170	57	1170	1114
bin635	S_Dublin_CT02021853_accessory_0169_length_1111	S_Dublin_CT02021853	1111	1	1111	1111
bin636	S_Heidelberg_SL476_accessory_0231_length_1105	S_Heidelberg_SL476	1105	1	1105	1105
bin637	S_Typhimurium_LT2_accessory_0375_length_1104	S_Typhimurium_LT2	1104	1	1104	1104
bin638	S_Gallinarum_28791_accessory_0400_length_1101	S_Gallinarum_28791	1101	1	1101	1101
bin639	S_Abortusovis_SR44_AGEnt_accessory_0051_length_1098	S_Abortusovis_SR44	1098	1	1098	1098
bin640	S_Agona_SL483_accessory_0130_length_1096	S_Agona_SL483	1096	1	1096	1096
bin641	S_Bongori_NCTC12419_accessory_0034_length_1095	S_Bongori_NCTC12419	1095	1	1095	1095
bin642	S_Abortusovis_SR44_AGEnt_accessory_0233_length_14260	S_Abortusovis_SR44	14260	11541	12633	1093
bin643	S_Bongori_NCTC12419_accessory_0333_length_1088	S_Bongori_NCTC12419	1088	1	1088	1088
bin644	S_Typhimurium_LT2_accessory_0014_length_5344	S_Typhimurium_LT2	5344	1	1084	1084
bin645	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	11265	12348	1084
bin646	S_Agona_SL483_accessory_0125_length_41322	S_Agona_SL483	41322	1	1076	1076
bin647	S_Bongori_NCTC12419_accessory_0192_length_13031	S_Bongori_NCTC12419	13031	11963	13031	1069
bin648	S_Abortusovis_SR44_AGEnt_accessory_0148_length_1066	S_Abortusovis_SR44	1066	1	1066	1066
bin649	S_Schwarzengrund_CVM19633_accessory_0420_length_1064	S_Schwarzengrund_CVM19633	1064	1	1064	1064
bin650	S_Bongori_NCTC12419_accessory_0424_length_1062	S_Bongori_NCTC12419	1062	1	1062	1062
bin651	S_Typhi_CT18_accessory_0512_length_138325	S_Typhi_CT18	138325	53467	54523	1057
bin652	S_Typhi_CT18_accessory_0529_length_1052	S_Typhi_CT18	1052	1	1052	1052
bin653	S_Newport_SL254_accessory_0419_length_1044	S_Newport_SL254	1044	1	1044	1044
bin654	S_Choleraesuis_SCB67_accessory_0002_length_138742	S_Choleraesuis_SCB67	138742	21000	22038	1039
bin655	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	8936	9970	1035
bin656	S_Abortusovis_SR44_AGEnt_accessory_0426_length_1026	S_Abortusovis_SR44	1026	1	1026	1026
bin657	S_ParatyphiA_AKU12601_accessory_0105_length_16889	S_ParatyphiA_AKU12601	16889	1274	2294	1021
bin658	S_Abortusovis_SR44_AGEnt_accessory_0003_length_1012	S_Abortusovis_SR44	1012	1	1012	1012
bin659	S_Typhimurium_SL1344_accessory_0240_length_43505	S_Typhimurium_SL1344	43505	24931	25940	1010
bin660	S_Agona_SL483_accessory_0336_length_9143	S_Agona_SL483	9143	7599	8607	1009
bin661	S_Bongori_NCTC12419_accessory_0185_length_1005	S_Bongori_NCTC12419	1005	1	1005	1005
bin662	S_ParatyphiA_AKU12601_accessory_0210_length_3457	S_ParatyphiA_AKU12601	3457	194	1197	1004
bin663	S_ParatyphiB_SPB7_accessory_0106_length_20449	S_ParatyphiB_SPB7	20449	13767	14769	1003
bin664	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	45029	38920	39918	999
bin665	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	72761	73755	995
bin666	S_Typhimurium_LT2_accessory_0295_length_48444	S_Typhimurium_LT2	48444	39301	40287	987
bin667	S_Agona_SL483_accessory_0393_length_6480	S_Agona_SL483	6480	5024	6010	987
bin668	S_Choleraesuis_SCB67_accessory_0356_length_982	S_Choleraesuis_SCB67	982	1	982	982
bin669	S_Choleraesuis_SCB67_accessory_0394_length_982	S_Choleraesuis_SCB67	982	1	982	982
bin670	S_Dublin_CT02021853_accessory_0362_length_981	S_Dublin_CT02021853	981	1	981	981
bin671	S_Enteritidis_P125109_accessory_0314_length_977	S_Enteritidis_P125109	977	1	977	977
bin672	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	36731	37704	974
bin673	S_Heidelberg_SL476_accessory_0499_length_22373	S_Heidelberg_SL476	22373	4174	5146	973
bin674	S_Gall_Pullorum_RKS5078_accessory_0270_length_42879	S_Gall_Pullorum_RKS5078	42879	13991	14963	973
bin675	S_Enteritidis_P125109_accessory_0275_length_1444	S_Enteritidis_P125109	1444	473	1444	972
bin676	S_Choleraesuis_SCB67_accessory_0454_length_968	S_Choleraesuis_SCB67	968	1	968	968
bin677	S_Schwarzengrund_CVM19633_accessory_0290_length_968	S_Schwarzengrund_CVM19633	968	1	968	968
bin678	S_Agona_SL483_accessory_0141_length_4165	S_Agona_SL483	4165	369	1336	968
bin679	S_Abortusovis_SR44_AGEnt_accessory_0328_length_964	S_Abortusovis_SR44	964	1	964	964
bin680	S_Bongori_NCTC12419_accessory_0217_length_962	S_Bongori_NCTC12419	962	1	962	962
bin681	S_Typhimurium_LT2_accessory_0456_length_961	S_Typhimurium_LT2	961	1	961	961
bin682	S_ParatyphiC_RKS4594_accessory_0030_length_45029	S_ParatyphiC_RKS4594	45029	33026	33980	955
bin683	S_Typhimurium_ST313_AGEnt_accessory_0653_length_1968	S_Typhimurium_ST313_AGEnt	1968	551	1504	954
bin684	S_Bongori_NCTC12419_accessory_0016_length_950	S_Bongori_NCTC12419	950	1	950	950
bin685	S_Typhimurium_SL1344_accessory_0330_length_3461	S_Typhimurium_SL1344	3461	1250	2199	950
bin686	S_Bongori_NCTC12419_accessory_0059_length_946	S_Bongori_NCTC12419	946	1	946	946
bin687	S_Choleraesuis_SCB67_accessory_0061_length_10070	S_Choleraesuis_SCB67	10070	620	1565	946
bin688	S_Abortusovis_SR44_AGEnt_accessory_0267_length_944	S_Abortusovis_SR44	944	1	944	944
bin689	S_Newport_SL254_accessory_0293_length_50724	S_Newport_SL254	50724	37312	38253	942
bin690	S_Gall_Pullorum_RKS5078_accessory_0349_length_941	S_Gall_Pullorum_RKS5078	941	1	941	941
bin691	S_Newport_SL254_accessory_0033_length_49053	S_Newport_SL254	49053	11683	12621	939
bin692	S_Agona_SL483_accessory_0503_length_21809	S_Agona_SL483	21809	3516	4444	929
bin693	S_Bongori_NCTC12419_accessory_0161_length_928	S_Bongori_NCTC12419	928	1	928	928
bin694	S_Bongori_NCTC12419_accessory_0552_length_924	S_Bongori_NCTC12419	924	1	924	924
bin695	S_Bongori_NCTC12419_accessory_0346_length_923	S_Bongori_NCTC12419	923	1	923	923
bin696	S_Agona_SL483_accessory_0129_length_922	S_Agona_SL483	922	1	922	922
bin697	S_Abortusovis_SR44_AGEnt_accessory_0259_length_921	S_Abortusovis_SR44	921	1	921	921
bin698	S_Abortusovis_SR44_AGEnt_accessory_0621_length_919	S_Abortusovis_SR44	919	1	919	919
bin699	S_Newport_SL254_accessory_0480_length_914	S_Newport_SL254	914	1	914	914
bin700	S_Schwarzengrund_CVM19633_accessory_0390_length_2371	S_Schwarzengrund_CVM19633	2371	1459	2371	913
bin701	S_Newport_SL254_accessory_0293_length_50724	S_Newport_SL254	50724	33517	34428	912
bin702	S_Typhimurium_SL1344_accessory_0297_length_51138	S_Typhimurium_SL1344	51138	37289	38199	911
bin703	S_Typhimurium_ST313_AGEnt_accessory_0254_length_909	S_Typhimurium_ST313_AGEnt	909	1	909	909
bin704	S_Choleraesuis_SCB67_accessory_0002_length_138742	S_Choleraesuis_SCB67	138742	24573	25476	904
bin705	S_Bongori_NCTC12419_accessory_0270_length_902	S_Bongori_NCTC12419	902	1	902	902
bin706	S_Enteritidis_P125109_accessory_0187_length_902	S_Enteritidis_P125109	902	1	902	902
bin707	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	45029	41335	42234	900
bin708	S_Bongori_NCTC12419_accessory_0384_length_898	S_Bongori_NCTC12419	898	1	898	898
bin709	S_Choleraesuis_SCB67_accessory_0379_length_898	S_Choleraesuis_SCB67	898	1	898	898
bin710	S_Choleraesuis_SCB67_accessory_0002_length_138742	S_Choleraesuis_SCB67	138742	50142	51039	898
bin711	S_ParatyphiA_AKU12601_accessory_0328_length_896	S_ParatyphiA_AKU12601	896	1	896	896
bin712	S_Choleraesuis_SCB67_accessory_0035_length_64066	S_Choleraesuis_SCB67	64066	15172	16066	895
bin713	S_Abortusovis_SR44_AGEnt_accessory_0432_length_889	S_Abortusovis_SR44	889	1	889	889
bin714	S_Agona_SL483_accessory_0454_length_889	S_Agona_SL483	889	1	889	889
bin715	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	S_Typhimurium_ST313_AGEnt	4045	1649	2537	889
bin716	S_Dublin_CT02021853_accessory_0029_length_49308	S_Dublin_CT02021853	49308	30396	31283	888
bin717	S_Heidelberg_SL476_accessory_0158_length_41604	S_Heidelberg_SL476	41604	1	883	883
bin718	S_Abortusovis_SR44_AGEnt_accessory_0309_length_882	S_Abortusovis_SR44	882	1	882	882
bin719	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	14697	15578	882
bin720	S_ParatyphiB_SPB7_accessory_0081_length_42502	S_ParatyphiB_SPB7	42502	5278	6151	874
bin721	S_Bongori_NCTC12419_accessory_0539_length_870	S_Bongori_NCTC12419	870	1	870	870
bin722	S_Agona_SL483_accessory_0535_length_869	S_Agona_SL483	869	1	869	869
bin723	S_Bongori_NCTC12419_accessory_0514_length_868	S_Bongori_NCTC12419	868	1	868	868
bin724	S_Gallinarum_28791_accessory_0493_length_867	S_Gallinarum_28791	867	1	867	867
bin725	S_Typhimurium_LT2_accessory_0295_length_48444	S_Typhimurium_LT2	48444	40736	41601	866
bin726	S_Agona_SL483_accessory_0539_length_863	S_Agona_SL483	863	1	863	863
bin727	S_Bongori_NCTC12419_accessory_0489_length_958	S_Bongori_NCTC12419	958	96	958	863
bin728	S_Gall_Pullorum_RKS5078_accessory_0147_length_1203	S_Gall_Pullorum_RKS5078	1203	344	1203	860
bin729	S_Typhi_CT18_accessory_0034_length_58121	S_Typhi_CT18	58121	36769	37627	859
bin730	S_Dublin_CT02021853_accessory_0029_length_49308	S_Dublin_CT02021853	49308	31566	32424	859
bin731	S_ParatyphiA_AKU12601_accessory_0105_length_16889	S_ParatyphiA_AKU12601	16889	1	858	858
bin732	S_Heidelberg_SL476_accessory_0033_length_46771	S_Heidelberg_SL476	46771	35298	36153	856
bin733	S_Typhi_CT18_accessory_0485_length_849	S_Typhi_CT18	849	1	849	849
bin734	S_ParatyphiB_SPB7_accessory_0081_length_42502	S_ParatyphiB_SPB7	42502	8177	9020	844
bin735	S_Bongori_NCTC12419_accessory_0218_length_843	S_Bongori_NCTC12419	843	1	843	843
bin736	S_Typhimurium_LT2_accessory_0306_length_70160	S_Typhimurium_LT2	70160	24533	25375	843
bin737	S_Schwarzengrund_CVM19633_accessory_0212_length_1186	S_Schwarzengrund_CVM19633	1186	344	1186	843
bin738	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	49386	50224	839
bin739	S_Typhimurium_ST313_AGEnt_accessory_0379_length_832	S_Typhimurium_ST313_AGEnt	832	1	832	832
bin740	S_Typhimurium_ST313_AGEnt_accessory_0396_length_903	S_Typhimurium_ST313_AGEnt	903	81	903	823
bin741	S_Typhimurium_LT2_accessory_0366_length_820	S_Typhimurium_LT2	820	1	820	820
bin742	S_ParatyphiB_SPB7_accessory_0467_length_2778	S_ParatyphiB_SPB7	2778	1962	2778	817
bin743	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	14035	14851	817
bin744	S_Newport_SL254_accessory_0286_length_23719	S_Newport_SL254	23719	4223	5038	816
bin745	S_Bongori_NCTC12419_accessory_0094_length_813	S_Bongori_NCTC12419	813	1	813	813
bin746	S_Heidelberg_SL476_accessory_0033_length_46771	S_Heidelberg_SL476	46771	33890	34700	811
bin747	S_Abortusovis_SR44_AGEnt_accessory_0513_length_17862	S_Abortusovis_SR44	17862	1	811	811
bin748	S_Choleraesuis_SCB67_accessory_0031_length_54629	S_Choleraesuis_SCB67	54629	31122	31926	805
bin749	S_Newport_SL254_accessory_0392_length_802	S_Newport_SL254	802	1	802	802
bin750	S_Typhimurium_LT2_accessory_0306_length_70160	S_Typhimurium_LT2	70160	30082	30883	802
bin751	S_Gallinarum_28791_accessory_0030_length_42845	S_Gallinarum_28791	42845	30239	31039	801
bin752	S_ParatyphiA_AKU12601_accessory_0292_length_797	S_ParatyphiA_AKU12601	797	1	797	797
bin753	S_Schwarzengrund_CVM19633_accessory_0230_length_797	S_Schwarzengrund_CVM19633	797	1	797	797
bin754	S_Bongori_NCTC12419_accessory_0379_length_794	S_Bongori_NCTC12419	794	1	794	794
bin755	S_Typhi_CT18_accessory_0377_length_8757	S_Typhi_CT18	8757	1	794	794
bin756	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	8811	9603	793
bin757	S_Newport_SL254_accessory_0415_length_5703	S_Newport_SL254	5703	1422	2212	791
bin758	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	35411	36200	790
bin759	S_Schwarzengrund_CVM19633_accessory_0288_length_23548	S_Schwarzengrund_CVM19633	23548	13943	14731	789
bin760	S_Dublin_CT02021853_accessory_0029_length_49308	S_Dublin_CT02021853	49308	35165	35948	784
bin761	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	209040	162335	163113	779
bin762	S_Bongori_NCTC12419_accessory_0178_length_777	S_Bongori_NCTC12419	777	1	777	777
